from_code,from_lat,from_lng,from_name,name,number,rescheduled_date,rescheduled_time,time_diff,to_code,to_lat,to_lng,to_name
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,28-07-2018,19:00,02:50,NDLS,39.0317139,-90.2612233,NEW DELHI
RIG,22.5,83.5,RAIGARH,RIG NZM GONDWANA EXPRESS,12409,28-07-2018,05:30,02:00,NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-YPR EXP,12591,29-07-2018,03:35,21:00,YPR,13.0237563,77.5507379,YASVANTPUR JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE EXPRESS,12818,28-07-2018,21:30,01:45,HTE,23.2991479,85.3234589,HATIA
RJPB,12.9466371,77.6174963,RAJENDRANAGAR T,RJPB LTT EXP,13201,29-07-2018,03:40,03:55,LTT,19.069143,72.8922731,LOKMANYATILAK
RJPB,12.9466371,77.6174963,RAJENDRANAGAR T,RJPB-NJP CAPITAL EXPRESS,13246,29-07-2018,02:30,03:15,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-MLDT WKLY EXPRESS,13430,28-07-2018,18:10,01:00,MLDT,25.0168233,88.1299053,MALDA TOWN
PRG,25.4689167,81.8677005,PRAYAG,PRG -BE PASS. EXP.,14307,28-07-2018,23:45,01:30,BE,28.3523609,79.4096542,BAREILLY
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,28-07-2018,09:45,02:30,ASR,31.6343083,74.8736788,AMRITSAR JN
DDN,30.3255646,78.0436813,DEHRADUN,DDN MFP EXP,15002,28-07-2018,16:25,01:00,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
G,21.455228,80.1962729,GONDIA JN,GONDIA - BJU EXPRESS,15232,28-07-2018,23:30,02:30,BJU,25.4676424,85.9904136,BARAUNI JN
GIMB,23.0718743,70.131715,GANDHIDHAM BG,GADHIDHAM-KAMAKHYA EXP,15667,28-07-2018,17:55,04:15,KYQ,26.1666801,91.7053530389,KAMAKHYA
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,28-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
ABKP,23.1226343,83.1981886,AMBIKAPUR,ABKP DURG PASS CUM EXP,18242,29-07-2018,00:00,02:30,DURG,21.1897285,81.2746469,DURG
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,30-07-2018,14:40,01:00,MDU,9.9261153,78.1140983,MADURAI JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,30-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
TPJ,10.7904833,78.7046725,TIRUCHCHIRAPALI,CHOLAN EXPRESS,16796,30-07-2018,11:45,01:45,MS,13.0783662,80.261168463,CHENNAI EGMORE
MQ,10.6673278,79.4443834,MANNARGUDI,MQ-BGKT,16864,30-07-2018,13:25,01:00,BGKT,26.2506227,73.0146243,BHAGAT KI KOTHI
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,31-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
LKO,26.8381,80.9346001,LUCKNOW,GOMTI EXP,12419,30-07-2018,07:30,01:30,NDLS,39.0317139,-90.2612233,NEW DELHI
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,30-07-2018,14:40,01:00,MDU,9.9261153,78.1140983,MADURAI JN
BE,28.3523609,79.4096542,BAREILLY,INTERCITY EXP,14315,30-07-2018,07:30,02:55,NDLS,39.0317139,-90.2612233,NEW DELHI
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,30-07-2018,09:00,01:45,ASR,31.6343083,74.8736788,AMRITSAR JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,30-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
TPJ,10.7904833,78.7046725,TIRUCHCHIRAPALI,CHOLAN EXPRESS,16796,30-07-2018,11:45,01:45,MS,13.0783662,80.261168463,CHENNAI EGMORE
MQ,10.6673278,79.4443834,MANNARGUDI,MQ-BGKT,16864,30-07-2018,13:25,01:00,BGKT,26.2506227,73.0146243,BHAGAT KI KOTHI
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-JEA  PASSENGER,55050,30-07-2018,06:15,01:00,JEA,26.802234,83.3604681,NAKAHA JUNGLE
CKU,22.4790578,86.7187659,CHAKULIA,CKU - TATA PASSENGER,58031,30-07-2018,14:30,00:50,TATA,22.8015194,86.2029579,TATANAGAR JN
R,21.2379468,81.6336833,RAIPUR JN,R-TIG PASS,58218,30-07-2018,03:30,01:30,TIG,20.288849,83.1552029,TITLAGARH
JAT,32.7060401,74.8799925,JAMMU TAWI,JAMMU GHY EXPRES,15654,28-07-2018,02:30,03:45,GHY,26.1805978,91.753943,GUWAHATI
DWR,15.5,75.333333,DHARWAR,DHARWAR-HABIBGANJ SPL EXP,01663,29-07-2018,03:00,04:10,HBJ,24.385837,91.4126358,HABIBGANJ
DDN,30.3255646,78.0436813,DEHRADUN,UPASANA EXPRESS,12328,29-07-2018,03:00,04:50,HWH,22.5882216,88.323139,HOWRAH JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-YPR EXP,12591,29-07-2018,03:35,21:00,YPR,13.0237563,77.5507379,YASVANTPUR JN
RJPB,12.9466371,77.6174963,RAJENDRANAGAR T,RJPB LTT EXP,13201,29-07-2018,03:40,03:55,LTT,19.069143,72.8922731,LOKMANYATILAK
G,21.455228,80.1962729,GONDIA JN,GONDIA - BJU EXPRESS,15232,28-07-2018,23:30,02:30,BJU,25.4676424,85.9904136,BARAUNI JN
GIMB,23.0718743,70.131715,GANDHIDHAM BG,GADHIDHAM-KAMAKHYA EXP,15667,28-07-2018,17:55,04:15,KYQ,26.1666801,91.7053530389,KAMAKHYA
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-HWH SPL,03052,29-07-2018,09:15,06:45,HWH,22.5882216,88.323139,HOWRAH JN
RXL,26.9833256,84.8523069,RAXAUL JN,RXL-HYB,07006,29-07-2018,10:00,08:30,HYB,17.3931097,78.4675629,HYDERABAD DECAN
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,29-07-2018,20:00,01:15,GWL,26.2037247,78.1573628,GWALIOR JN.
JBP,23.1608938,79.9497702,JABALPUR,SHAKTIPUNJ EXP,11447,30-07-2018,01:35,01:45,HWH,22.5882216,88.323139,HOWRAH JN
AMH,26.0,83.0,AZAMGARH,KAIFIAT EXP,12225,29-07-2018,17:35,01:10,DLI,37.3690819,97.36011,DELHI
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,29-07-2018,23:00,03:00,ALY,25.4394887,81.8498592,ALLAHABAD CITY
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,29-07-2018,19:30,03:20,NDLS,39.0317139,-90.2612233,NEW DELHI
JP,26.916194,75.820349,JAIPUR,JP  ALD EXPRESS,12404,29-07-2018,16:20,01:00,ALD,25.4381302,81.8338005,ALLAHABAD JN
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM BSL EXPRESS,12406,29-07-2018,20:00,04:40,BSL,21.0469912,75.7883817,BHUSAVAL JN
DEE,28.6628187,77.1867616,DELHI SARAI ROHILLA,DEE BKN  S F EXP,12457,30-07-2018,00:30,00:55,BKN,28.0159286,73.3171367,BIKANER JN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,29-07-2018,07:35,01:00,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS-NJP BI-WEEKLY EXP.,12524,29-07-2018,21:10,06:05,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SAPT KRANTI EXP,12558,29-07-2018,16:00,01:10,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-ANVT HUMSAFER EXP,12571,29-07-2018,22:00,03:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
RXL,26.9833256,84.8523069,RAXAUL JN,MITHILA EXPRESS,13022,29-07-2018,14:05,04:05,HWH,22.5882216,88.323139,HOWRAH JN
PNBE,25.6093239,85.1235252,PATNA JN,PNBE- KOTA  EXP,13237,29-07-2018,14:00,02:10,KOTA,25.1737019,75.8574194,KOTA JN
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13238,29-07-2018,19:10,01:00,PNBE,25.6093239,85.1235252,PATNA JN
NJP,26.6838881,88.4460283619,NEW JALPAIGURI,NJP-RJPB CAPITAL EXPRESS,13245,29-07-2018,16:10,01:30,RJPB,12.9466371,77.6174963,RAJENDRANAGAR T
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,29-07-2018,15:00,01:30,DNR,25.6358901,85.0474045,DANAPUR
BMKI,26.6554641,84.9051507,BAPUDM MOTIHARI,CHAMPARAN- SATYAGRAH EXP,14009,29-07-2018,22:15,01:15,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SADHBHAWNA EXP,14016,29-07-2018,23:45,07:20,RXL,26.9833256,84.8523069,RAXAUL JN
ALD,25.4381302,81.8338005,ALLAHABAD JN,SANGAM EXPRESS,14163,29-07-2018,19:45,02:00,MTC,28.9789661,77.6756994,MEERUT CITY
PRG,25.4689167,81.8677005,PRAYAG,UNCHAHAR EXP,14217,29-07-2018,16:45,02:40,CDG,30.7194022,76.7646552,CHANDIGARH
BE,28.3523609,79.4096542,BAREILLY,BE-LKO EXP. LKO-PRG PASS,14308,30-07-2018,01:00,07:45,PRG,25.4689167,81.8677005,PRAYAG
BSB,25.3356491,83.0076292,VARANASI JN,MARUDHAR EXPRES,14863,29-07-2018,19:15,01:00,JU,26.2967719,73.0351433,JODHPUR JN
JU,26.2967719,73.0351433,JODHPUR JN,MARUDHAR EXPRES,14864,29-07-2018,10:30,01:00,BSB,25.3356491,83.0076292,VARANASI JN
MAU,26.0468558,83.437242595,MAU JN,MAU-ANVT EXPRESS,15025,29-07-2018,19:10,08:25,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
DLI,37.3690819,97.36011,DELHI,LOKNAYAK EXPRESS,15116,29-07-2018,15:30,01:30,CPR,25.7784105,84.7514507,CHHAPRA
APDJ,26.4851573,89.5246926,ALIPUR DUAR JN,SIKKIM MAHANANDA EXPRESS,15483,29-07-2018,12:25,03:00,DLI,37.3690819,97.36011,DELHI
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,29-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,29-07-2018,07:00,01:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
BUI,25.833333,84.166667,BALLIA,BUI-ANVT SUF EXP,22427,30-07-2018,00:00,01:50,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
JUC,31.3323762,75.576889,JALANDHAR CITY,JUC-DBG ANTYODAYA EXPESS,22552,29-07-2018,12:30,02:30,DBG,26.1569653,85.8995119,DARBHANGA JN
GAYA,24.7964355,85.0079563,GAYA JN,GAYA-KIUL PASS,53632,29-07-2018,22:30,01:35,KIUL,24.7814656,86.0694724,KIUL JN
ADI,23.0216238,72.5797068,AHMEDABAD JN,JAIPUR PASSENGER,54805,30-07-2018,00:30,01:00,JP,26.916194,75.820349,JAIPUR
SPJ,25.75,85.916667,SAMASTIPUR JN,SPJ-BJU PASS,55238,29-07-2018,23:35,03:05,BJU,25.4676424,85.9904136,BARAUNI JN
BJP,16.8269911,75.7175387,BIJAPUR,BJP-BMO PASS,57129,29-07-2018,20:35,02:05,BMO,17.529823,78.5155062,BOLARUM
BJP,16.8269911,75.7175387,BIJAPUR,BJP-SUR PASS,57133,29-07-2018,13:25,01:00,RC,16.083333,77.166667,RAICHUR
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,31-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
JHS,25.44715405,78.566749703,JHANSI JN,JHS BDTS EXP,11103,30-07-2018,22:00,05:10,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-BSB EXP.,12238,30-07-2018,15:30,01:30,BSB,25.3356491,83.0076292,VARANASI JN
ALY,25.4394887,81.8498592,ALLAHABAD CITY,VIBHUTI EXPRESS,12334,30-07-2018,19:00,03:20,HWH,22.5882216,88.323139,HOWRAH JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,VIKRAMSHILA EXP,12368,30-07-2018,17:35,02:55,BGP,25.2494829,86.9828131,BHAGALPUR
HWH,22.5882216,88.323139,HOWRAH JN,KUMBHA EXPRESS,12369,30-07-2018,23:00,10:00,HW,29.9384473,78.1452985,HARIDWAR JN
NDLS,39.0317139,-90.2612233,NEW DELHI,MAHABODHI EXP,12398,30-07-2018,13:35,01:25,GAYA,24.7964355,85.0079563,GAYA JN
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,30-07-2018,18:15,02:05,NDLS,39.0317139,-90.2612233,NEW DELHI
LKO,26.8381,80.9346001,LUCKNOW,GOMTI EXP,12419,30-07-2018,07:30,01:30,NDLS,39.0317139,-90.2612233,NEW DELHI
PPTA,19.1302585,72.8252967553,PATLIPUTRA,PPTA LJN S F,12529,30-07-2018,19:00,03:10,LJN,26.8311093,80.9243976,LUCKNOWJN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SAPT KRANTI EXP,12558,30-07-2018,15:50,01:00,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,AMAR NATH EXP,12587,30-07-2018,15:20,01:00,JAT,32.7060401,74.8799925,JAMMU TAWI
YPR,13.0237563,77.5507379,YASVANTPUR JN,SBC-GKP EXP,12592,31-07-2018,14:00,20:40,GKP,26.75845,83.3752175,GORAKHPUR
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,30-07-2018,14:40,01:00,MDU,9.9261153,78.1140983,MADURAI JN
HWH,22.5882216,88.323139,HOWRAH JN,GARBHA EXPRESS,12938,31-07-2018,00:30,01:30,GIMB,23.0718743,70.131715,GANDHIDHAM BG
RXL,26.9833256,84.8523069,RAXAUL JN,MITHILA EXPRESS,13022,30-07-2018,12:20,02:20,HWH,22.5882216,88.323139,HOWRAH JN
JAT,32.7060401,74.8799925,JAMMU TAWI,KOLKATA EXPRESS,13152,30-07-2018,22:00,03:05,KOAA,22.5677459,88.3476023,KOLKATA
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13240,30-07-2018,23:10,05:00,PNBE,25.6093239,85.1235252,PATNA JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,30-07-2018,19:30,06:00,DNR,25.6358901,85.0474045,DANAPUR
HW,29.9384473,78.1452985,HARIDWAR JN,HW ALD EXP,14116,30-07-2018,17:30,01:25,ALD,25.4381302,81.8338005,ALLAHABAD JN
DLI,37.3690819,97.36011,DELHI,DLI-FD EXPRESS,14206,30-07-2018,20:25,02:00,FD,28.1212947,76.120467,FAIZABAD JN
NDLS,39.0317139,-90.2612233,NEW DELHI,AGC INTERCITY EXPRESS,14212,30-07-2018,19:50,02:15,AGC,27.1752554,78.0098161,AGRA CANTT
PRG,25.4689167,81.8677005,PRAYAG,UNCHAHAR EXP,14217,30-07-2018,15:45,01:40,CDG,30.7194022,76.7646552,CHANDIGARH
BE,28.3523609,79.4096542,BAREILLY,BERELLY VARANASI EXPRESS,14236,30-07-2018,18:00,02:25,BSB,25.3356491,83.0076292,VARANASI JN
BE,28.3523609,79.4096542,BAREILLY,BE-LKO EXP. LKO-PRG PASS,14308,30-07-2018,18:45,01:30,PRG,25.4689167,81.8677005,PRAYAG
BHUJ,23.2472446,69.668339,BHUJ,BE - NBVJ,14312,30-07-2018,14:10,01:30,BE,28.3523609,79.4096542,BAREILLY
BE,28.3523609,79.4096542,BAREILLY,INTERCITY EXP,14315,30-07-2018,07:30,02:55,NDLS,39.0317139,-90.2612233,NEW DELHI
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,30-07-2018,10:00,02:45,ASR,31.6343083,74.8736788,AMRITSAR JN
GKP,26.75845,83.3752175,GORAKHPUR,GORAKHPUR-SHALIMAR-EXP,15022,30-07-2018,15:40,02:00,SHM,35.1098495,-81.6509303,SHALIMAR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVR-MAU-EXP,15026,30-07-2018,20:30,07:35,MAU,26.0468558,83.437242595,MAU JN
GKP,26.75845,83.3752175,GORAKHPUR,MAURYA EXPRESS,15028,30-07-2018,11:55,04:30,HTE,23.2991479,85.3234589,HATIA
PNVL,18.9898853,73.1217843,PANVEL,PNVL-GKP EXP,15066,30-07-2018,22:30,04:40,GKP,26.75845,83.3752175,GORAKHPUR
APDJ,26.4851573,89.5246926,ALIPUR DUAR JN,SIKKIM MAHANANDA EXPRESS,15483,30-07-2018,11:25,02:00,DLI,37.3690819,97.36011,DELHI
GHY,26.1805978,91.753943,GUWAHATI,GHY-JAT LOHIT EXPRESS,15651,30-07-2018,16:00,02:50,JAT,32.7060401,74.8799925,JAMMU TAWI
LGH,29.0970995,73.7155877,LALGARH JN,AVADH ASSAM EXPRESS,15910,30-07-2018,21:15,01:30,DBRG,27.4844597,94.9019447,DIBRUGARH
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,30-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,30-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
TPJ,10.7904833,78.7046725,TIRUCHCHIRAPALI,CHOLAN EXPRESS,16796,30-07-2018,11:45,01:45,MS,13.0783662,80.261168463,CHENNAI EGMORE
MQ,10.6673278,79.4443834,MANNARGUDI,MQ-BGKT,16864,30-07-2018,13:25,01:00,BGKT,26.2506227,73.0146243,BHAGAT KI KOTHI
MURI,47.2756613,8.3377829,MURI,JAT MURI SBP EXPRESS,18310,30-07-2018,16:30,08:20,SBP,21.4,83.883333,SAMBALPUR
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-JHS PASS,51816,30-07-2018,16:20,01:35,JHS,25.44715405,78.566749703,JHANSI JN
JP,26.916194,75.820349,JAIPUR,JP-MTJ PASSENGER,51974,30-07-2018,15:50,01:30,MTJ,27.4955539,77.6855554,MATHURA JN
GAYA,24.7964355,85.0079563,GAYA JN,BKP-GAYA PASS,53226,30-07-2018,09:00,00:53,BKP,25.4586233,85.5369022,BAKHTIYARPUR JN
DNR,25.6358901,85.0474045,DANAPUR,DNR-TIA PASSENGER,53232,30-07-2018,09:30,00:55,TIA,24.3190189,85.5277488,TILAYA
RRS,22.07860435,82.151899786,RAGHURAJ SINGH,LLJ-DMW-RBL PASS.,54222,30-07-2018,09:30,02:05,RBL,26.25,81.25,RAE BARELI JN
FD,28.1212947,76.120467,FAIZABAD JN,FD-LKO PASSENGER,54231,30-07-2018,07:45,02:05,LKO,26.8381,80.9346001,LUCKNOW
BE,28.3523609,79.4096542,BAREILLY,BARELLY ALIGARH PASSENGER,54354,30-07-2018,11:30,02:30,ALJN,27.8815412,78.0690216,ALIGARH JN
HSR,29.168807,75.7461103,HISAR,HISAR LUDHINA PASS,54635,30-07-2018,17:00,01:00,LDH,30.9090157,75.851601,LUDHIANA JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-CPR PASSANGER,55020,30-07-2018,10:00,01:30,CPR,25.7784105,84.7514507,CHHAPRA
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-JEA  PASSENGER,55050,30-07-2018,06:15,01:00,JEA,26.802234,83.3604681,NAKAHA JUNGLE
PNBE,25.6093239,85.1235252,PATNA JN,KAMLA GANGA FAST PASS,55528,30-07-2018,15:55,00:25,JYG,26.5881,86.1399,JAYNAGAR
BJP,16.8269911,75.7175387,BIJAPUR,BJP-SUR PASS,57133,30-07-2018,13:30,01:05,RC,16.083333,77.166667,RAICHUR
CKU,22.4790578,86.7187659,CHAKULIA,CKU - TATA PASSENGER,58031,30-07-2018,14:30,00:50,TATA,22.8015194,86.2029579,TATANAGAR JN
R,21.2379468,81.6336833,RAIPUR JN,R-TIG PASS,58218,30-07-2018,03:30,01:30,TIG,20.288849,83.1552029,TITLAGARH
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-ETW MEMU,64160,30-07-2018,17:10,00:50,ETW,26.8063069,78.9969944,ETAWAH
SGUJ,26.7164127,88.4309916,SILIGURI JN,SGUJ-HDB PASSENGER,75721,30-07-2018,19:00,01:45,HDB,26.56438885,88.0204248898,HALDIBARI
BAY,15.2485413,76.8323648,BELLARY JN,GTL PASS,77417,30-07-2018,15:30,01:25,GTL,15.1610981,77.3768931,GUNTAKAL JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-YPR EXP,12591,29-07-2018,03:35,21:00,YPR,13.0237563,77.5507379,YASVANTPUR JN
RJPB,12.9466371,77.6174963,RAJENDRANAGAR T,RJPB LTT EXP,13201,29-07-2018,03:40,03:55,LTT,19.069143,72.8922731,LOKMANYATILAK
GIMB,23.0718743,70.131715,GANDHIDHAM BG,GADHIDHAM-KAMAKHYA EXP,15667,28-07-2018,17:55,04:15,KYQ,26.1666801,91.7053530389,KAMAKHYA
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-HWH SPL,03052,29-07-2018,09:15,06:45,HWH,22.5882216,88.323139,HOWRAH JN
RXL,26.9833256,84.8523069,RAXAUL JN,RXL-HYB,07006,29-07-2018,10:00,08:30,HYB,17.3931097,78.4675629,HYDERABAD DECAN
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,29-07-2018,20:00,01:15,GWL,26.2037247,78.1573628,GWALIOR JN.
JBP,23.1608938,79.9497702,JABALPUR,SHAKTIPUNJ EXP,11447,30-07-2018,01:35,01:45,HWH,22.5882216,88.323139,HOWRAH JN
JAT,32.7060401,74.8799925,JAMMU TAWI,HIMGIRI EXPRESS,12332,30-07-2018,10:45,12:00,HWH,22.5882216,88.323139,HOWRAH JN
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,29-07-2018,23:00,03:00,ALY,25.4394887,81.8498592,ALLAHABAD CITY
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,29-07-2018,19:30,03:20,NDLS,39.0317139,-90.2612233,NEW DELHI
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM BSL EXPRESS,12406,29-07-2018,20:00,04:40,BSL,21.0469912,75.7883817,BHUSAVAL JN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,29-07-2018,07:35,01:00,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS-NJP BI-WEEKLY EXP.,12524,29-07-2018,21:10,06:05,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
GKP,26.75845,83.3752175,GORAKHPUR,GKP-ANVT HUMSAFER EXP,12571,29-07-2018,22:00,03:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
DDN,30.3255646,78.0436813,DEHRADUN,DOON EXPRESS,13010,30-07-2018,07:30,11:30,HWH,22.5882216,88.323139,HOWRAH JN
PNBE,25.6093239,85.1235252,PATNA JN,PNBE- KOTA  EXP,13237,29-07-2018,14:00,02:10,KOTA,25.1737019,75.8574194,KOTA JN
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13238,29-07-2018,19:10,01:00,PNBE,25.6093239,85.1235252,PATNA JN
BMKI,26.6554641,84.9051507,BAPUDM MOTIHARI,CHAMPARAN- SATYAGRAH EXP,14009,29-07-2018,22:15,01:15,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SADHBHAWNA EXP,14016,29-07-2018,23:45,07:20,RXL,26.9833256,84.8523069,RAXAUL JN
PRG,25.4689167,81.8677005,PRAYAG,UNCHAHAR EXP,14217,29-07-2018,16:45,02:40,CDG,30.7194022,76.7646552,CHANDIGARH
BSB,25.3356491,83.0076292,VARANASI JN,MARUDHAR EXPRES,14863,29-07-2018,19:15,01:00,JU,26.2967719,73.0351433,JODHPUR JN
MAU,26.0468558,83.437242595,MAU JN,MAU-ANVT EXPRESS,15025,29-07-2018,19:10,08:25,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
DLI,37.3690819,97.36011,DELHI,LOKNAYAK EXPRESS,15116,29-07-2018,15:30,01:30,CPR,25.7784105,84.7514507,CHHAPRA
APDJ,26.4851573,89.5246926,ALIPUR DUAR JN,SIKKIM MAHANANDA EXPRESS,15483,29-07-2018,12:25,03:00,DLI,37.3690819,97.36011,DELHI
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,29-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,29-07-2018,07:00,01:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS-PDY WEEKLY EXP,22404,30-07-2018,04:00,04:15,PDY,-34.0378295,18.3474093,PONDICHERRY
BUI,25.833333,84.166667,BALLIA,BUI-ANVT SUF EXP,22427,30-07-2018,00:00,01:50,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
JUC,31.3323762,75.576889,JALANDHAR CITY,JUC-DBG ANTYODAYA EXPESS,22552,29-07-2018,12:30,02:30,DBG,26.1569653,85.8995119,DARBHANGA JN
ADI,23.0216238,72.5797068,AHMEDABAD JN,JAIPUR PASSENGER,54805,30-07-2018,00:30,01:00,JP,26.916194,75.820349,JAIPUR
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,31-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
RJPB,12.9466371,77.6174963,RAJENDRANAGAR T,ARCHNA EXPRESS,12355,31-07-2018,10:30,03:30,JAT,32.7060401,74.8799925,JAMMU TAWI
LKO,26.8381,80.9346001,LUCKNOW,GOMTI EXP,12419,31-07-2018,07:15,01:15,NDLS,39.0317139,-90.2612233,NEW DELHI
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN PPTA S F,12530,31-07-2018,07:30,02:30,PPTA,19.1302585,72.8252967553,PATLIPUTRA
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-BBS SAMPARK KRANTI,12820,31-07-2018,09:50,02:45,BBS,20.2665668,85.8437586,BHUBANESWAR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-PURI NEELACHAL,12876,31-07-2018,08:30,02:00,PURI,19.8150134,85.8351734912,PURI
